web_scraper_order,web_scraper_start_url,type shoes,price,address,image_link
"1765187836-2672","https://sn.coinafrique.com/categorie/chaussures-homme?page=88","Orthopedic sandals","12,000 CFA","Dakar, Senegal","https://images.coinafrique.com/thumb_2991574_uploaded_image2_1615239963.jpeg"
"1765187836-2673","https://sn.coinafrique.com/categorie/chaussures-homme?page=88","Orthopedic sandals","12,000 CFA","Dakar, Senegal","https://images.coinafrique.com/thumb_2991569_uploaded_image1_1615239789.jpg"
"1765187836-2674","https://sn.coinafrique.com/categorie/chaussures-homme?page=88","Orthopedic sandals","12,000 CFA","Dakar, Senegal","https://images.coinafrique.com/thumb_2991564_uploaded_image1_1615239677.jpg"
"1765187836-2675","https://sn.coinafrique.com/categorie/chaussures-homme?page=88","Men's shoes","22,000 CFA","Dakar, Senegal","https://images.coinafrique.com/thumb_2989586_uploaded_image1_1615137177.jpg"
"1765187836-2676","https://sn.coinafrique.com/categorie/chaussures-homme?page=88","Air Basket","12,000 CFA","Dakar, Senegal","https://images.coinafrique.com/thumb_2989577_uploaded_image1_1615136806.jpg"
"1765187836-2677","https://sn.coinafrique.com/categorie/chaussures-homme?page=88","Smith Adidas shoes","14,000 CFA","Dakar, Senegal","https://images.coinafrique.com/thumb_2989573_uploaded_image1_1615136680.jpg"
"1765187836-2678","https://sn.coinafrique.com/categorie/chaussures-homme?page=88","Dior Air shoes","18,000 CFA","Dakar, Senegal","https://images.coinafrique.com/thumb_2989571_uploaded_image1_1615136559.jpg"
"1765187836-2679","https://sn.coinafrique.com/categorie/chaussures-homme?page=88","Redano sandals","12,000 CFA","Dakar Plateau, Dakar, Senegal","https://images.coinafrique.com/thumb_2989293_uploaded_image1_1615122319.jpg"
"1765187836-2680","https://sn.coinafrique.com/categorie/chaussures-homme?page=88","Sebago moccasins","26,000 CFA","Dakar Plateau, Dakar, Senegal","https://images.coinafrique.com/thumb_2989283_uploaded_image1_1615122001.jpg"
"1765187836-2681","https://sn.coinafrique.com/categorie/chaussures-homme?page=88","Sebago moccasins","26,000 CFA","Dakar Plateau, Dakar, Senegal","https://images.coinafrique.com/thumb_2989276_uploaded_image1_1615121826.jpg"
"1765187836-2682","https://sn.coinafrique.com/categorie/chaussures-homme?page=88","Sebago moccasins","26,000 CFA","Dakar Plateau, Dakar, Senegal","https://images.coinafrique.com/thumb_2989268_uploaded_image1_1615121691.jpg"
"1765187836-2683","https://sn.coinafrique.com/categorie/chaussures-homme?page=88","Men's shoes","35,000 CFA","Dakar Plateau, Dakar, Senegal","https://images.coinafrique.com/thumb_2989261_uploaded_image1_1615121543.jpg"
"1765187836-2684","https://sn.coinafrique.com/categorie/chaussures-homme?page=88","Balenciaga sneakers","20,000 CFA","Dakar, Senegal","https://images.coinafrique.com/thumb_2989185_uploaded_image1_1615116648.jpg"
"1765187836-2685","https://sn.coinafrique.com/categorie/chaussures-homme?page=88","Timberland Boots","35,000 CFA","Dakar, Senegal","https://images.coinafrique.com/thumb_2989146_uploaded_image1_1615114637.jpg"
"1765187836-2686","https://sn.coinafrique.com/categorie/chaussures-homme?page=88","Converse All Star High-Top Sneakers","20,000 CFA","Dakar, Senegal","https://images.coinafrique.com/thumb_2989144_uploaded_image1_1615114548.jpg"
"1765187836-2687","https://sn.coinafrique.com/categorie/chaussures-homme?page=88","Converse All Star sneakers","15,000 CFA","Dakar, Senegal","https://images.coinafrique.com/thumb_2989140_uploaded_image1_1615114449.jpg"
"1765187836-2688","https://sn.coinafrique.com/categorie/chaussures-homme?page=88","mountain wallabies","25,000 CFA","Dakar, Senegal","https://images.coinafrique.com/thumb_2989139_uploaded_image1_1615114371.jpg"
"1765187870-1093","https://sn.coinafrique.com/categorie/chaussures-homme?page=106","Wallabees Shoes","Price on request","Dakar, Senegal","https://images.coinafrique.com/thumb_2579975_uploaded_image1_1598531123.jpg"
"1765187870-1094","https://sn.coinafrique.com/categorie/chaussures-homme?page=106","Men's shoes","Price on request","Dakar, Senegal","https://images.coinafrique.com/thumb_2578963_uploaded_image1_1598483624.jpg"
"1765187870-1095","https://sn.coinafrique.com/categorie/chaussures-homme?page=106","Men's shoes","Price on request","Dakar, Senegal","https://images.coinafrique.com/thumb_2578956_uploaded_image1_1598483498.jpg"
"1765187870-1096","https://sn.coinafrique.com/categorie/chaussures-homme?page=106","Nike shoes","Price on request","Dakar, Senegal","https://images.coinafrique.com/thumb_2578954_uploaded_image1_1598483380.jpg"
"1765187870-1097","https://sn.coinafrique.com/categorie/chaussures-homme?page=106","Nike sneakers","Price on request","Dakar, Senegal","https://images.coinafrique.com/thumb_2578952_uploaded_image1_1598483252.jpg"
"1765187870-1098","https://sn.coinafrique.com/categorie/chaussures-homme?page=106","Men's shoes","Price on request","Patte d'oie, Dakar, Senegal","https://images.coinafrique.com/thumb_2578334_uploaded_image1_1598463287.jpg"
"1765187870-1099","https://sn.coinafrique.com/categorie/chaussures-homme?page=106","Men's shoes","50,000 CFA","Mermoz-Sacré Coeur, Dakar, Senegal","https://images.coinafrique.com/thumb_2577534_uploaded_image1_1598444062.jpg"
"1765187870-1100","https://sn.coinafrique.com/categorie/chaussures-homme?page=106","Nike Air sneakers","20,000 CFA","Colobane, Dakar, Senegal","https://images.coinafrique.com/thumb_2576570_uploaded_image2_1598397988.jpeg"
"1765187870-1101","https://sn.coinafrique.com/categorie/chaussures-homme?page=106","Men's shoes","Price on request","Patte d'oie, Dakar, Senegal","https://images.coinafrique.com/thumb_2576542_uploaded_image1_1598397216.jpg"
"1765187870-1102","https://sn.coinafrique.com/categorie/chaussures-homme?page=106","Jordan One sneakers","Price on request","Senegal","https://images.coinafrique.com/thumb_2576059_uploaded_image1_1598384101.jpg"
"1765187870-1103","https://sn.coinafrique.com/categorie/chaussures-homme?page=106","Jordan 1 sneakers","Price on request","Senegal","https://images.coinafrique.com/thumb_2576057_uploaded_image1_1598383987.jpg"
"1765187870-1104","https://sn.coinafrique.com/categorie/chaussures-homme?page=106","Men's shoes","Price on request","Patte d'oie, Dakar, Senegal","https://images.coinafrique.com/thumb_2575421_uploaded_image1_1598368410.jpg"
"1765187870-1105","https://sn.coinafrique.com/categorie/chaussures-homme?page=106","Men's shoes","4,000 CFA","Colobane, Dakar, Senegal","https://images.coinafrique.com/thumb_2573460_uploaded_image1_1598310325.jpg"
"1765187870-1106","https://sn.coinafrique.com/categorie/chaussures-homme?page=106","Shoes","17,000 CFA","Colobane, Dakar, Senegal","https://images.coinafrique.com/thumb_2572954_uploaded_image1_1598297957.jpg"
"1765187870-1107","https://sn.coinafrique.com/categorie/chaussures-homme?page=106","Shoes","15,000 CFA","Colobane, Dakar, Senegal","https://images.coinafrique.com/thumb_2572949_uploaded_image1_1598297847.jpg"
"1765187870-1108","https://sn.coinafrique.com/categorie/chaussures-homme?page=106","Nike Air Max TN Sneakers","6,000 CFA","Hann Bel-Air, Dakar, Senegal","https://images.coinafrique.com/thumb_2572013_uploaded_image1_1598279345.jpg"
"1765187870-1109","https://sn.coinafrique.com/categorie/chaussures-homme?page=106","Jordan 1 Shoes","30,000 CFA","Colobane, Dakar, Senegal","https://images.coinafrique.com/thumb_2569991_uploaded_image1_1598223618.jpg"
"1765187870-1110","https://sn.coinafrique.com/categorie/chaussures-homme?page=106","Men's leather shoes","6,000 CFA","Pikine, Senegal","https://images.coinafrique.com/thumb_2569950_uploaded_image1_1598222352.jpg"
"1765187870-1111","https://sn.coinafrique.com/categorie/chaussures-homme?page=106","Men's loafers","12,000 CFA","Cambérène, Dakar, Senegal","https://images.coinafrique.com/thumb_2569225_uploaded_image1_1598196793.jpg"
"1765187870-1112","https://sn.coinafrique.com/categorie/chaussures-homme?page=106","dress shoes","22,000 CFA","Cambérène, Dakar, Senegal","https://images.coinafrique.com/thumb_2569224_uploaded_image1_1598196707.jpg"
"1765187870-1113","https://sn.coinafrique.com/categorie/chaussures-homme?page=106","Louis Vuitton men's sandals","6,000 CFA","Guediawaye, Dakar, Senegal","https://images.coinafrique.com/thumb_2568928_uploaded_image1_1598187396.jpg"
"1765187870-1114","https://sn.coinafrique.com/categorie/chaussures-homme?page=106","Men's shoes","Price on request","Dakar Plateau, Dakar, Senegal","https://images.coinafrique.com/thumb_2565272_uploaded_image1_1598045607.jpg"
"1765187870-1115","https://sn.coinafrique.com/categorie/chaussures-homme?page=106","Sneakers","Price on request","Dakar Plateau, Dakar, Senegal","https://images.coinafrique.com/thumb_2565270_uploaded_image1_1598045500.jpg"
"1765187870-1116","https://sn.coinafrique.com/categorie/chaussures-homme?page=106","Sneakers","Price on request","Dakar Plateau, Dakar, Senegal","https://images.coinafrique.com/thumb_2565265_uploaded_image1_1598045407.jpg"
"1765187870-1117","https://sn.coinafrique.com/categorie/chaussures-homme?page=106","Men's shoes","Price on request","Dakar Plateau, Dakar, Senegal","https://images.coinafrique.com/thumb_2565262_uploaded_image1_1598045302.jpg"
"1765187870-1118","https://sn.coinafrique.com/categorie/chaussures-homme?page=106","Men's shoes","Price on request","Dakar Plateau, Dakar, Senegal","https://images.coinafrique.com/thumb_2565259_uploaded_image1_1598045210.jpg"
"1765187870-1119","https://sn.coinafrique.com/categorie/chaussures-homme?page=106","Men's shoes","Price on request","Dakar Plateau, Dakar, Senegal","https://images.coinafrique.com/thumb_2565258_uploaded_image1_1598045096.jpg"
"1765187870-1120","https://sn.coinafrique.com/categorie/chaussures-homme?page=106","Men's shoes","5,000 CFA","Yoff, Dakar, Senegal","https://images.coinafrique.com/thumb_2562557_uploaded_image1_1597980263.jpg"
"1765187870-1121","https://sn.coinafrique.com/categorie/chaussures-homme?page=106","Nike Air sneakers","15,000 CFA","Colobane, Dakar, Senegal","https://images.coinafrique.com/thumb_2562164_uploaded_image1_1597961451.jpg"
"1765187870-1122","https://sn.coinafrique.com/categorie/chaussures-homme?page=106","Nike Air sneakers","15,000 CFA","Colobane, Dakar, Senegal","https://images.coinafrique.com/thumb_2562160_uploaded_image1_1597961330.jpg"
"1765187870-1123","https://sn.coinafrique.com/categorie/chaussures-homme?page=106","Nike Air sneakers","15,000 CFA","Colobane, Dakar, Senegal","https://images.coinafrique.com/thumb_2562152_uploaded_image1_1597961112.jpg"
"1765187870-1124","https://sn.coinafrique.com/categorie/chaussures-homme?page=106","Super Royal Babouches","12,000 CFA","Dakar, Senegal","https://images.coinafrique.com/thumb_2561607_uploaded_image1_1597948142.jpg"
"1765187870-1125","https://sn.coinafrique.com/categorie/chaussures-homme?page=106","Yeezy Sandals","Price on request","Senegal","https://images.coinafrique.com/thumb_2561116_uploaded_image1_1597936786.jpg"
"1765187870-1126","https://sn.coinafrique.com/categorie/chaussures-homme?page=106","Versace shoes","30,000 CFA","Colobane, Dakar, Senegal","https://images.coinafrique.com/thumb_2560594_uploaded_image1_1597927932.jpg"
"1765187870-1127","https://sn.coinafrique.com/categorie/chaussures-homme?page=106","Versace shoes","30,000 CFA","Colobane, Dakar, Senegal","https://images.coinafrique.com/thumb_2560588_uploaded_image1_1597927830.jpg"
"1765187870-1128","https://sn.coinafrique.com/categorie/chaussures-homme?page=106","Balenciaga sneakers","50,000 CFA","Colobane, Dakar, Senegal","https://images.coinafrique.com/thumb_2560583_uploaded_image1_1597927674.jpg"
"1765187870-1129","https://sn.coinafrique.com/categorie/chaussures-homme?page=106","Men's shoes","15,000 CFA","Mbacké, Senegal","https://images.coinafrique.com/thumb_2557555_uploaded_image1_1597847398.jpg"
"1765187870-1130","https://sn.coinafrique.com/categorie/chaussures-homme?page=106","Men's shoes","30,000 CFA","Dakar, Senegal","https://images.coinafrique.com/thumb_2554687_uploaded_image1_1597770601.jpg"
"1765187870-1131","https://sn.coinafrique.com/categorie/chaussures-homme?page=106","Men's shoes","30,000 CFA","Dakar, Senegal","https://images.coinafrique.com/thumb_2554681_uploaded_image1_1597770507.jpg"
"1765187870-1132","https://sn.coinafrique.com/categorie/chaussures-homme?page=106","Men's shoes","30,000 CFA","Dakar, Senegal","https://images.coinafrique.com/thumb_2554674_uploaded_image1_1597770421.jpg"
"1765187870-1133","https://sn.coinafrique.com/categorie/chaussures-homme?page=106","Men's shoes","7,000 CFA","Hann Bel-Air, Dakar, Senegal","https://images.coinafrique.com/thumb_2554482_uploaded_image1_1597767126.jpg"
"1765187870-1134","https://sn.coinafrique.com/categorie/chaussures-homme?page=106","Super royal slippers","12,000 CFA","Dakar, Senegal","https://images.coinafrique.com/thumb_2554476_uploaded_image1_1597767025.jpg"
"1765187870-1135","https://sn.coinafrique.com/categorie/chaussures-homme?page=106","Men's shoes","Price on request","Dakar Plateau, Dakar, Senegal","https://images.coinafrique.com/thumb_2554127_uploaded_image1_1597759975.jpg"
"1765187870-1136","https://sn.coinafrique.com/categorie/chaussures-homme?page=106","Men's shoes","Price on request","Dakar Plateau, Dakar, Senegal","https://images.coinafrique.com/thumb_2554110_uploaded_image1_1597759817.jpg"
"1765187870-1137","https://sn.coinafrique.com/categorie/chaussures-homme?page=106","Adidas shoes","20,000 CFA","Almadies, Dakar, Senegal","https://images.coinafrique.com/thumb_2552003_uploaded_image1_1597701008.jpg"
"1765187870-1138","https://sn.coinafrique.com/categorie/chaussures-homme?page=106","Men's shoes","15,000 CFA","Parcelle Assainies, Dakar, Senegal","https://images.coinafrique.com/thumb_2551737_uploaded_image1_1597693117.jpg"
"1765187870-1139","https://sn.coinafrique.com/categorie/chaussures-homme?page=106","Men's shoes","4,000 CFA","Guediawaye, Dakar, Senegal","https://images.coinafrique.com/thumb_2550379_uploaded_image1_1597664901.jpg"
"1765187870-1140","https://sn.coinafrique.com/categorie/chaussures-homme?page=106","Men's shoes","17,000 CFA","Parcelle Assainies, Dakar, Senegal","https://images.coinafrique.com/thumb_2550349_uploaded_image1_1597664484.jpg"
"1765187870-1141","https://sn.coinafrique.com/categorie/chaussures-homme?page=106","Unisex shoes","17,000 CFA","Pikine, Senegal","https://images.coinafrique.com/thumb_2550008_uploaded_image1_1597659514.jpg"
"1765187870-1142","https://sn.coinafrique.com/categorie/chaussures-homme?page=106","Shoes","1,500 CFA","Ouakam, Dakar, Senegal","https://images.coinafrique.com/thumb_2548431_uploaded_image1_1597595997.jpg"
"1765187870-1143","https://sn.coinafrique.com/categorie/chaussures-homme?page=106","Uptempo sneakers","30,000 CFA","West Fairgrounds, Dakar, Senegal","https://images.coinafrique.com/thumb_2548166_uploaded_image1_1597586596.jpg"
"1765187870-1144","https://sn.coinafrique.com/categorie/chaussures-homme?page=106","Men's sandals","4,500 CFA","Greater Dakar, Dakar, Senegal","https://images.coinafrique.com/thumb_2546951_uploaded_image1_1597529010.jpg"
"1765187870-1145","https://sn.coinafrique.com/categorie/chaussures-homme?page=106","Men's shoes","Price on request","Dakar, Senegal","https://images.coinafrique.com/thumb_2546758_uploaded_image1_1597522151.jpg"
"1765187870-1146","https://sn.coinafrique.com/categorie/chaussures-homme?page=106","Men's Shoes","Price on request","Parcelle Assainies, Dakar, Senegal","https://images.coinafrique.com/thumb_2545864_uploaded_image1_1597497967.jpg"
"1765187870-1147","https://sn.coinafrique.com/categorie/chaussures-homme?page=106","Men's shoes","Price on request","Ndiass, Senegal","https://images.coinafrique.com/thumb_2545765_uploaded_image1_1597495553.jpg"
"1765187870-1148","https://sn.coinafrique.com/categorie/chaussures-homme?page=106","Sneakers","25,000 CFA","Point E, Dakar, Senegal","https://images.coinafrique.com/thumb_2544588_uploaded_image1_1597467827.jpg"
"1765187870-1149","https://sn.coinafrique.com/categorie/chaussures-homme?page=106","Men's shoes","5,000 CFA","Dieuppeul-Derklé, Dakar, Senegal","https://images.coinafrique.com/thumb_2544261_uploaded_image1_1597443143.jpg"
"1765187870-1150","https://sn.coinafrique.com/categorie/chaussures-homme?page=106","Men's shoes","30,000 CFA","Dakar, Senegal","https://images.coinafrique.com/thumb_2543071_uploaded_image1_1597409669.jpg"
"1765187870-1151","https://sn.coinafrique.com/categorie/chaussures-homme?page=106","Men's shoes","30,000 CFA","Dakar, Senegal","https://images.coinafrique.com/thumb_2543058_uploaded_image1_1597409489.jpg"
"1765187870-1152","https://sn.coinafrique.com/categorie/chaussures-homme?page=106","Boots","30,000 CFA","Dakar, Senegal","https://images.coinafrique.com/thumb_2543053_uploaded_image1_1597409300.jpg"
"1765187870-1153","https://sn.coinafrique.com/categorie/chaussures-homme?page=106","Vapormax shoes","20,000 CFA","Dakar, Senegal","https://images.coinafrique.com/thumb_2543023_uploaded_image1_1597408721.jpg"
"1765187870-1154","https://sn.coinafrique.com/categorie/chaussures-homme?page=106","Summer shoes","4,000 CFA","Dakar, Senegal","https://images.coinafrique.com/thumb_2541091_uploaded_image1_1597345080.jpg"
"1765187870-1155","https://sn.coinafrique.com/categorie/chaussures-homme?page=106","Men's shoes","Price on request","Dakar, Senegal","https://images.coinafrique.com/thumb_2540153_uploaded_image1_1597326222.jpg"
"1765187870-1156","https://sn.coinafrique.com/categorie/chaussures-homme?page=106","Jordan One sneakers","5,000 CFA","Fass, Dakar, Senegal","https://images.coinafrique.com/thumb_2540137_uploaded_image1_1597325915.jpg"
"1765187870-1157","https://sn.coinafrique.com/categorie/chaussures-homme?page=106","Versace shoes","30,000 CFA","Colobane, Dakar, Senegal","https://images.coinafrique.com/thumb_2539549_uploaded_image1_1597315596.jpg"
"1765187870-1158","https://sn.coinafrique.com/categorie/chaussures-homme?page=106","Men's sneakers","30,000 CFA","HLM, Dakar, Senegal","https://images.coinafrique.com/thumb_2537588_uploaded_image1_1597249683.jpg"
"1765187870-1159","https://sn.coinafrique.com/categorie/chaussures-homme?page=106","Air Max 270 sneakers","30,000 CFA","HLM, Dakar, Senegal","https://images.coinafrique.com/thumb_2537554_uploaded_image1_1597249046.jpg"
"1765187870-1160","https://sn.coinafrique.com/categorie/chaussures-homme?page=106","Nike Air Max 270 sneakers","30,000 CFA","HLM, Dakar, Senegal","https://images.coinafrique.com/thumb_2537539_uploaded_image1_1597248760.jpg"
"1765187870-1161","https://sn.coinafrique.com/categorie/chaussures-homme?page=106","Adidas Air Max 270 sneakers","30,000 CFA","HLM, Dakar, Senegal","https://images.coinafrique.com/thumb_2537524_uploaded_image1_1597248563.jpg"
"1765187870-1162","https://sn.coinafrique.com/categorie/chaussures-homme?page=106","Nike Air Max 270 sneakers","30,000 CFA","HLM, Dakar, Senegal","https://images.coinafrique.com/thumb_2537509_uploaded_image1_1597248226.jpg"
"1765187870-1163","https://sn.coinafrique.com/categorie/chaussures-homme?page=106","Adidas sneakers","30,000 CFA","HLM, Dakar, Senegal","https://images.coinafrique.com/thumb_2537390_uploaded_image1_1597246269.jpg"
"1765187870-1164","https://sn.coinafrique.com/categorie/chaussures-homme?page=106","Barefoot shoes","10,000 CFA","Parcelle Assainies, Dakar, Senegal","https://images.coinafrique.com/thumb_2537367_uploaded_image1_1597245654.jpg"
"1765187870-1165","https://sn.coinafrique.com/categorie/chaussures-homme?page=106","Men's Shoes","20,000 CFA","Parcelle Assainies, Dakar, Senegal","https://images.coinafrique.com/thumb_2537364_uploaded_image1_1597245446.jpg"
"1765187870-1166","https://sn.coinafrique.com/categorie/chaussures-homme?page=106","Men's shoes","20,000 CFA","Parcelle Assainies, Dakar, Senegal","https://images.coinafrique.com/thumb_2537324_uploaded_image1_1597244786.jpg"
"1765187870-1167","https://sn.coinafrique.com/categorie/chaussures-homme?page=106","Men's shoes","20,000 CFA","Parcelle Assainies, Dakar, Senegal","https://images.coinafrique.com/thumb_2537313_uploaded_image1_1597244549.jpg"
"1765187870-1168","https://sn.coinafrique.com/categorie/chaussures-homme?page=106","Men's shoes","Price on request","Fass, Dakar, Senegal","https://images.coinafrique.com/thumb_2534583_uploaded_image1_1597166932.jpg"
"1765187870-1169","https://sn.coinafrique.com/categorie/chaussures-homme?page=106","Men's Jordan 4 Sneakers","Price on request","Fass, Dakar, Senegal","https://images.coinafrique.com/thumb_2534577_uploaded_image1_1597166866.jpg"
"1765187870-1170","https://sn.coinafrique.com/categorie/chaussures-homme?page=106","Sandals","Price on request","Fass, Dakar, Senegal","https://images.coinafrique.com/thumb_2533919_uploaded_image1_1597154498.jpg"
"1765187870-1171","https://sn.coinafrique.com/categorie/chaussures-homme?page=106","Men's Shoes","5,000 CFA","Dieuppeul-Derklé, Dakar, Senegal","https://images.coinafrique.com/thumb_2531971_uploaded_image1_1597106951.jpg"
"1765187870-1172","https://sn.coinafrique.com/categorie/chaussures-homme?page=106","Men's suede sandals","8,000 CFA","Sicap Liberté, Dakar, Senegal","https://images.coinafrique.com/thumb_2531956_uploaded_image1_1597106325.jpg"
"1765187870-1173","https://sn.coinafrique.com/categorie/chaussures-homme?page=106","Summer shoes","Price on request","Parcelle Assainies, Dakar, Senegal","https://images.coinafrique.com/thumb_2531892_uploaded_image1_1597104054.jpg"
"1765187870-1174","https://sn.coinafrique.com/categorie/chaussures-homme?page=106","Men's shoes","18,000 CFA","Dakar, Senegal","https://images.coinafrique.com/thumb_2531699_uploaded_image1_1597098887.jpg"
"1765187870-1175","https://sn.coinafrique.com/categorie/chaussures-homme?page=106","Men's leather sandals","7,000 CFA","Keur Massar, Senegal","https://images.coinafrique.com/thumb_2531472_uploaded_image1_1597094208.jpg"
"1765187870-1176","https://sn.coinafrique.com/categorie/chaussures-homme?page=106","Men's shoes","6,000 CFA","Hann Bel-Air, Dakar, Senegal","https://images.coinafrique.com/thumb_2530134_uploaded_image1_1597069736.jpg"
"1765188084-2689","https://sn.coinafrique.com/categorie/chaussures-homme?page=87","Wallabess and Clarks Shoes","21,000 CFA","Guediawaye, Dakar, Senegal","https://images.coinafrique.com/thumb_3025647_uploaded_image2_1616953003.jpeg"
"1765188084-2690","https://sn.coinafrique.com/categorie/chaussures-homme?page=87","Wallabess and Clarks Shoes","21,000 CFA","Guediawaye, Dakar, Senegal","https://images.coinafrique.com/thumb_3025645_uploaded_image1_1616952884.jpg"
"1765188084-2691","https://sn.coinafrique.com/categorie/chaussures-homme?page=87","Men's shoes","Price on request","Patte d'oie, Dakar, Senegal","https://images.coinafrique.com/thumb_3024873_uploaded_image1_1616888715.jpg"
"1765188084-2692","https://sn.coinafrique.com/categorie/chaussures-homme?page=87","Nike sneakers","16,000 CFA","Dakar, Senegal","https://images.coinafrique.com/thumb_3024869_uploaded_image1_1616888291.jpg"
"1765188084-2693","https://sn.coinafrique.com/categorie/chaussures-homme?page=87","Puma sneakers","25,000 CFA","Dakar Plateau, Dakar, Senegal","https://images.coinafrique.com/thumb_3024614_uploaded_image1_1616872702.jpg"
"1765188084-2694","https://sn.coinafrique.com/categorie/chaussures-homme?page=87","dress shoes","25,000 CFA","Dakar Plateau, Dakar, Senegal","https://images.coinafrique.com/thumb_3024612_uploaded_image1_1616872595.jpg"
"1765188084-2695","https://sn.coinafrique.com/categorie/chaussures-homme?page=87","Two-tone leather shoes","Price on request","West Fairgrounds, Dakar, Senegal","https://images.coinafrique.com/thumb_3024595_uploaded_image1_1616871684.jpg"
"1765188084-2696","https://sn.coinafrique.com/categorie/chaussures-homme?page=87","Jordan 10 Retro OG Sneakers","45,000 CFA","Dakar, Senegal","https://images.coinafrique.com/thumb_3024148_uploaded_image1_1616854577.jpg"
"1765188084-2697","https://sn.coinafrique.com/categorie/chaussures-homme?page=87","Men's loafers","Price on request","Patte d'oie, Dakar, Senegal","https://images.coinafrique.com/thumb_3023838_uploaded_image2_1616843227.jpeg"
"1765188084-2698","https://sn.coinafrique.com/categorie/chaussures-homme?page=87","Men's sneakers","15,000 CFA","Parcelle Assainies, Dakar, Senegal","https://images.coinafrique.com/thumb_3021663_uploaded_image1_1616719629.jpg"
"1765188084-2699","https://sn.coinafrique.com/categorie/chaussures-homme?page=87","Men's shoes","15,000 CFA","Parcelle Assainies, Dakar, Senegal","https://images.coinafrique.com/thumb_3021660_uploaded_image1_1616719464.jpg"
"1765188084-2700","https://sn.coinafrique.com/categorie/chaussures-homme?page=87","DG Shoes ØG","13,000 CFA","Dakar, Senegal","https://images.coinafrique.com/thumb_3021581_uploaded_image1_1616713310.jpg"
"1765188084-2701","https://sn.coinafrique.com/categorie/chaussures-homme?page=87","Nike Air sneakers","15,000 CFA","Guediawaye, Dakar, Senegal","https://images.coinafrique.com/thumb_3021579_uploaded_image1_1616713243.jpg"
"1765188084-2702","https://sn.coinafrique.com/categorie/chaussures-homme?page=87","Dior shoes","11,000 CFA","Guediawaye, Dakar, Senegal","https://images.coinafrique.com/thumb_3021573_uploaded_image1_1616712996.jpg"
"1765188084-2703","https://sn.coinafrique.com/categorie/chaussures-homme?page=87","Orthopedic sandals","10,000 CFA","Dakar, Senegal","https://images.coinafrique.com/thumb_3021207_uploaded_image2_1616695561.jpeg"
"1765188084-2704","https://sn.coinafrique.com/categorie/chaussures-homme?page=87","Fendi shoes","Price on request","Colobane, Dakar, Senegal","https://images.coinafrique.com/thumb_3021072_uploaded_image1_1616690993.jpg"
"1765188084-2705","https://sn.coinafrique.com/categorie/chaussures-homme?page=87","Men's shoes","35,000 CFA","Guediawaye, Dakar, Senegal","https://images.coinafrique.com/thumb_3020683_uploaded_image1_1616680801.jpg"
"1765188084-2706","https://sn.coinafrique.com/categorie/chaussures-homme?page=87","Louboutin shoes","9,000 CFA","West Fairgrounds, Dakar, Senegal","https://images.coinafrique.com/thumb_3020394_uploaded_image1_1616673594.jpg"
"1765188084-2707","https://sn.coinafrique.com/categorie/chaussures-homme?page=87","Men's shoes","15,000 CFA","HLM, Dakar, Senegal","https://images.coinafrique.com/thumb_3020253_uploaded_image1_1616669737.jpg"
"1765188084-2708","https://sn.coinafrique.com/categorie/chaussures-homme?page=87","Men's sandals","9,000 CFA","Thies, Senegal","https://images.coinafrique.com/thumb_3019787_uploaded_image1_1616636836.jpg"
"1765188084-2709","https://sn.coinafrique.com/categorie/chaussures-homme?page=87","Moroccan slippers","10,000 CFA","Dakar, Senegal","https://images.coinafrique.com/thumb_3019528_uploaded_image1_1616622128.jpg"
"1765188084-2710","https://sn.coinafrique.com/categorie/chaussures-homme?page=87","Louis Vuitton shoes","14,000 CFA","Dakar, Senegal","https://images.coinafrique.com/thumb_3018829_uploaded_image1_1616596934.jpg"
"1765188084-2711","https://sn.coinafrique.com/categorie/chaussures-homme?page=87","Nike Air Force One shoes","11,900 CFA","Parcelle Assainies, Dakar, Senegal","https://images.coinafrique.com/thumb_3018012_uploaded_image1_1616567807.jpg"
"1765188084-2712","https://sn.coinafrique.com/categorie/chaussures-homme?page=87","Sandals","10,000 CFA","Dakar, Senegal","https://images.coinafrique.com/thumb_3017853_uploaded_image1_1616544587.jpg"
"1765188084-2713","https://sn.coinafrique.com/categorie/chaussures-homme?page=87","Air Force sneakers","18,000 CFA","Colobane, Dakar, Senegal","https://images.coinafrique.com/thumb_3017318_uploaded_image1_1616521272.jpg"
"1765188084-2714","https://sn.coinafrique.com/categorie/chaussures-homme?page=87","Nike Air Force Shoes","18,000 CFA","Colobane, Dakar, Senegal","https://images.coinafrique.com/thumb_3017279_uploaded_image1_1616520209.jpg"
"1765188084-2715","https://sn.coinafrique.com/categorie/chaussures-homme?page=87","Men's shoes","11,000 CFA","Parcelle Assainies, Dakar, Senegal","https://images.coinafrique.com/thumb_3016987_uploaded_image2_1616509515.jpeg"
"1765188084-2716","https://sn.coinafrique.com/categorie/chaussures-homme?page=87","Adidas Yeezy 700 V3 Sneakers","19,900 CFA","Parcelle Assainies, Dakar, Senegal","https://images.coinafrique.com/thumb_3016230_uploaded_image1_1616485958.jpg"
"1765188084-2717","https://sn.coinafrique.com/categorie/chaussures-homme?page=87","Adidas Yeezy sneakers","20,000 CFA","Dakar, Senegal","https://images.coinafrique.com/thumb_3016023_uploaded_image1_1616459112.jpg"
