web_scraper_order,web_scraper_start_url,type_clothes,price,address,image_link
"1765230446-262","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","Children's Clothing","Price on request","Senegal","https://images.coinafrique.com/thumb_1213556_uploaded_image1_1574057569.57.png"
"1765230446-263","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","Children's Suitcase","Price on request","Hann Bel-Air, Pikine, Senegal","https://images.coinafrique.com/thumb_1213553_uploaded_image1_1574057521.73.png"
"1765230446-264","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","Children's clothing","Price on request","Hann Bel-Air, Pikine, Senegal","https://images.coinafrique.com/thumb_1213548_uploaded_image1_1574057447.53.png"
"1765230446-265","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","Children's Set","Price on request","Hann Bel-Air, Pikine, Senegal","https://images.coinafrique.com/thumb_1213545_uploaded_image1_1574057372.58.png"
"1765230446-266","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","Clothing","Price on request","Hann Bel-Air, Pikine, Senegal","https://images.coinafrique.com/thumb_1213543_uploaded_image1_1574057323.17.png"
"1765230446-267","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","Children's clothing","Price on request","Dakar, Senegal","https://images.coinafrique.com/thumb_1213534_uploaded_image1_1574057252.48.png"
"1765230446-268","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","Jogging set","Price on request","Pikine, Senegal","https://images.coinafrique.com/thumb_1213530_uploaded_image1_1574057207.9.png"
"1765230446-269","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","Children's Set","Price on request","Dakar, Senegal","https://images.coinafrique.com/thumb_1213525_uploaded_image1_1574057162.51.png"
"1765230446-270","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","Children's Set","Price on request","Dakar, Senegal","https://images.coinafrique.com/thumb_1213522_uploaded_image1_1574057111.07.png"
"1765230446-271","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","Clothing","Price on request","Dakar, Senegal","https://images.coinafrique.com/thumb_1213519_uploaded_image1_1574057062.98.png"
"1765230446-272","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","Complete children's set","Price on request","Dakar, Senegal","https://images.coinafrique.com/thumb_1213516_uploaded_image1_1574057003.71.png"
"1765230446-273","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","Children's clothing","Price on request","Pikine, Senegal","https://images.coinafrique.com/thumb_1213509_uploaded_image1_1574056903.27.png"
"1765230446-274","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","Children's clothing","Price on request","Mermoz-Sacré-Cœur, Dakar, Senegal","https://images.coinafrique.com/thumb_1207842_uploaded_image1_1573908906.94.png"
"1765230446-275","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","Children's clothing","Price on request","Mermoz-Sacré-Cœur, Dakar, Senegal","https://images.coinafrique.com/thumb_1207827_uploaded_image1_1573908754.13.png"
"1765230446-276","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","Children's set","15,000 CFA","Guédiawaye, Dakar, Senegal","https://images.coinafrique.com/thumb_1204362_uploaded_image1_1573832164.18.png"
"1765230446-277","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","Jacket set - child","17,500 CFA","Guédiawaye, Dakar, Senegal","https://images.coinafrique.com/thumb_1204350_uploaded_image1_1573832159.93.png"
"1765230446-278","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","Children's jackets","15,000 CFA","M'bour, Senegal","https://images.coinafrique.com/thumb_1181045_uploaded_image1_1573426145.72.png"
"1765230446-279","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","Girls' Dresses","10,000 CFA","Greater Dakar, Dakar, Senegal","https://images.coinafrique.com/thumb_1174277_uploaded_image1_1573245424.6.png"
"1765230446-280","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","Children's sweaters","Price on request","Dakar-Plateau, Dakar, Senegal","https://images.coinafrique.com/thumb_1169786_uploaded_image1_1573164546.67.png"
"1765230628-281","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Baby outfit for ages 1 and up","2,500 CFA","HLM, Dakar, Senegal","https://images.coinafrique.com/thumb_1943535_uploaded_image1_1586864377.03.jpeg"
"1765230628-282","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Children's clothing","7,000 CFA","HLM, Dakar, Senegal","https://images.coinafrique.com/thumb_1943528_uploaded_image1_1586864266.59.jpeg"
"1765230628-283","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Baby clothes","5,000 CFA","Medina, Dakar, Senegal","https://images.coinafrique.com/thumb_1936151_uploaded_image1_1586746366.57.png"
"1765230628-284","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Baby clothes","Price on request","HLM, Dakar, Senegal","https://images.coinafrique.com/thumb_1910628_uploaded_image1_1586307843.18.png"
"1765230628-285","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Girls' romper","6,000 CFA","Rufisque, Senegal","https://images.coinafrique.com/thumb_1910246_uploaded_image1_1586299028.11.png"
"1765230628-286","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Boys' Set","8,000 CFA","Rufisque, Senegal","https://images.coinafrique.com/thumb_1910234_uploaded_image1_1586298807.14.png"
"1765230628-287","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","3-piece baby boy set","3,500 CFA","Rufisque, Senegal","https://images.coinafrique.com/thumb_1910194_uploaded_image1_1586298079.54.png"
"1765230628-288","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Boys' Cotton Set","3,500 CFA","Rufisque, Senegal","https://images.coinafrique.com/thumb_1910169_uploaded_image1_1586297654.31.png"
"1765230628-289","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","8-piece baby set","5,000 CFA","Rufisque, Senegal","https://images.coinafrique.com/thumb_1910155_uploaded_image1_1586297414.23.png"
"1765230628-290","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Christening outfit / girl","7,000 CFA","Rufisque, Senegal","https://images.coinafrique.com/thumb_1906593_uploaded_image1_1586255067.65.png"
"1765230628-291","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Baby dresses","4,000 CFA","Rufisque, Senegal","https://images.coinafrique.com/thumb_1906465_uploaded_image1_1586253537.07.png"
"1765230628-292","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Baby dresses","4,000 CFA","Rufisque, Senegal","https://images.coinafrique.com/thumb_1906455_uploaded_image1_1586253454.8.png"
"1765230628-293","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Baptism outfit","7,000 CFA","Rufisque, Senegal","https://images.coinafrique.com/thumb_1906387_uploaded_image1_1586252732.58.png"
"1765230628-294","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","children's jumpsuit","15,000 CFA","Dakar, Senegal","https://images.coinafrique.com/thumb_1834624_uploaded_image1_1584951207.3.png"
"1765230628-295","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Children's trouser set","12,000 CFA","Dakar, Senegal","https://images.coinafrique.com/thumb_1810071_uploaded_image1_1584488550.47.png"
"1765230628-296","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Nike Clothing Set - Child","Price on request","Sicap-Liberté, Dakar, Senegal","https://images.coinafrique.com/thumb_1804137_uploaded_image1_1584391154.47.png"
"1765230628-297","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Original children's jersey","5,000 CFA","Point E, Dakar, Senegal","https://images.coinafrique.com/thumb_1803131_uploaded_image1_1584378734.55.png"
"1765230628-298","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Pack of 5 rompers","6,000 CFA","Mermoz-Sacré-Cœur, Dakar, Senegal","https://images.coinafrique.com/thumb_1797916_uploaded_image1_1584293987.81.png"
"1765230628-299","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","baby bath towel","9,000 CFA","Dakar, Senegal","https://images.coinafrique.com/thumb_1797422_uploaded_image1_1584283247.52.png"
"1765230628-300","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Baby clothes","Price on request","HLM, Dakar, Senegal","https://images.coinafrique.com/thumb_1790174_uploaded_image1_1584127258.73.png"
"1765230628-301","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Baby set","5,000 CFA","HLM, Dakar, Senegal","https://images.coinafrique.com/thumb_1790170_uploaded_image1_1584127134.2.png"
"1765230628-302","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Children's clothing","Price on request","HLM, Dakar, Senegal","https://images.coinafrique.com/thumb_1790165_uploaded_image1_1584126923.36.png"
"1765230628-303","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","6-month-old baby outfit","Price on request","HLM, Dakar, Senegal","https://images.coinafrique.com/thumb_1790162_uploaded_image1_1584126824.65.png"
"1765230628-304","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Girls' dress","5,000 CFA","Point E, Dakar, Senegal","https://images.coinafrique.com/thumb_1784678_uploaded_image1_1584029251.42.png"
"1765230628-305","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Children's clothing","10,000 CFA","Dakar-Plateau, Dakar, Senegal","https://images.coinafrique.com/thumb_1784556_uploaded_image1_1584027610.0.png"
"1765230628-306","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Children's clothing","10,000 CFA","Dakar-Plateau, Dakar, Senegal","https://images.coinafrique.com/thumb_1784551_uploaded_image1_1584027560.51.png"
"1765230628-307","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Children's set","10,000 CFA","Dakar-Plateau, Dakar, Senegal","https://images.coinafrique.com/thumb_1784540_uploaded_image1_1584027470.41.png"
"1765230628-308","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Children's set","10,000 CFA","Dakar-Plateau, Dakar, Senegal","https://images.coinafrique.com/thumb_1784533_uploaded_image1_1584027397.68.png"
"1765230628-309","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Children's dress","5,000 CFA","Mermoz-Sacré-Cœur, Dakar, Senegal","https://images.coinafrique.com/thumb_1783768_uploaded_image1_1584018577.34.png"
"1765230628-310","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Children's dress","5,000 CFA","Mermoz-Sacré-Cœur, Dakar, Senegal","https://images.coinafrique.com/thumb_1773838_uploaded_image1_1583862932.13.png"
"1765230628-311","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Girls' boxer briefs","3,500 CFA","Fass, Dakar, Senegal","https://images.coinafrique.com/thumb_1738625_uploaded_image1_1583250075.0.png"
"1765230628-312","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Children's Clothing","1,500 CFA","Greater Dakar, Dakar, Senegal","https://images.coinafrique.com/thumb_1730070_uploaded_image1_1583108098.32.png"
"1765230628-313","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Children's dress","5,000 CFA","Point E, Dakar, Senegal","https://images.coinafrique.com/thumb_1720893_uploaded_image1_1582915357.03.png"
"1765230628-314","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Dress","10,000 CFA","Sicap Liberté, Dakar, Senegal","https://images.coinafrique.com/thumb_1719896_uploaded_image1_1582902178.54.png"
"1765230628-315","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Children's clothing","10,000 CFA","Yoff, Dakar, Senegal","https://images.coinafrique.com/thumb_1703264_uploaded_image1_1582641589.45.png"
"1765230628-316","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Mardi Gras outfits","20,000 CFA","Les Parcelles Assainies, Dakar, Senegal","https://images.coinafrique.com/thumb_1697316_uploaded_image1_1582554886.1.png"
"1765230628-317","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Children's summer dress","10,000 CFA","Dakar, Senegal","https://images.coinafrique.com/thumb_1689763_uploaded_image1_1582384162.5.png"
"1765230628-318","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Children's boxers","7,000 CFA","Patte d'Oie, Dakar, Senegal","https://images.coinafrique.com/thumb_1680030_uploaded_image1_1582211265.82.png"
"1765230628-319","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Children's clothing","Price on request","Mermoz-Sacré-Cœur, Dakar, Senegal","https://images.coinafrique.com/thumb_1656848_uploaded_image1_1581814339.01.png"
"1765230628-320","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Children's clothes","Price on request","Dakar, Senegal","https://images.coinafrique.com/thumb_1649651_uploaded_image1_1581684888.76.png"
"1765230628-321","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Short set","10,000 CFA","Dakar-Plateau, Dakar, Senegal","https://images.coinafrique.com/thumb_1647670_uploaded_image1_1581664885.61.png"
"1765230628-322","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Baby top","Price on request","Dakar Plateau, Dakar, Senegal","https://images.coinafrique.com/thumb_1638505_uploaded_image1_1581513125.53.png"
"1765230628-323","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Complete set","Price on request","Dakar Plateau, Dakar, Senegal","https://images.coinafrique.com/thumb_1638479_uploaded_image1_1581512755.62.png"
"1765230628-324","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Children's clothes","12,000 CFA","Dakar Plateau, Dakar, Senegal","https://images.coinafrique.com/thumb_1632221_uploaded_image1_1581423696.07.png"
"1765230628-325","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Diaper cover","2,000 CFA","Grand Yoff, Dakar, Senegal","https://images.coinafrique.com/thumb_1608014_uploaded_image1_1581043282.72.png"
"1765230628-326","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Bath set","10,000 CFA","Grand Yoff, Dakar, Senegal","https://images.coinafrique.com/thumb_1608013_uploaded_image1_1581043244.3.png"
"1765230628-327","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Outfits for Mardi Gras","25,000 CFA","Les Parcelles Assainies, Dakar, Senegal","https://images.coinafrique.com/thumb_1607904_uploaded_image1_1581036553.31.png"
"1765230628-328","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Mardi Gras outfit","25,000 CFA","Les Parcelles Assainies, Dakar, Senegal","https://images.coinafrique.com/thumb_1607901_uploaded_image1_1581036440.19.png"
"1765230628-329","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Mardi Gras outfit","25,000 CFA","Parcelle Assainies, Dakar, Senegal","https://images.coinafrique.com/thumb_1607896_uploaded_image1_1581036259.52.png"
"1765230628-330","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Children's shirt","5,000 CFA","Thies Nord, Thiès, Senegal","https://images.coinafrique.com/thumb_1566600_uploaded_image1_1580394360.74.png"
"1765230628-331","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Children's bomber jackets","15,000 CFA","Dakar-Plateau, Dakar, Senegal","https://images.coinafrique.com/thumb_1565490_uploaded_image1_1580383347.89.png"
"1765230628-332","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Baby dress","8,000 CFA","Gueule Tapée-Fass-Colobane, Dakar, Senegal","https://images.coinafrique.com/thumb_1559518_uploaded_image1_1580302630.18.png"
"1765230628-333","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Baby set","5,000 CFA","Gueule Tapée-Fass-Colobane, Dakar, Senegal","https://images.coinafrique.com/thumb_1559514_uploaded_image1_1580302586.76.png"
"1765230628-334","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Baby set","6,000 CFA","Gueule Tapée-Fass-Colobane, Dakar, Senegal","https://images.coinafrique.com/thumb_1559510_uploaded_image1_1580302551.72.png"
"1765230628-335","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Baby set","6,000 CFA","Gueule Tapée-Fass-Colobane, Dakar, Senegal","https://images.coinafrique.com/thumb_1559509_uploaded_image1_1580302514.24.png"
"1765230628-336","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Baby clothes - 10 pieces","12,000 CFA","Gueule Tapée-Fass-Colobane, Dakar, Senegal","https://images.coinafrique.com/thumb_1559493_uploaded_image1_1580302285.16.png"
"1765230628-337","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Baby clothes - 10 pieces","12,000 CFA","Gueule Tapée-Fass-Colobane, Dakar, Senegal","https://images.coinafrique.com/thumb_1559490_uploaded_image1_1580302235.18.png"
"1765230628-338","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Baby clothes - 10 pieces","12,000 CFA","Gueule Tapée-Fass-Colobane, Dakar, Senegal","https://images.coinafrique.com/thumb_1559487_uploaded_image1_1580302197.09.png"
"1765230628-339","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Baby clothes","2,000 CFA","Gueule Tapée-Fass-Colobane, Dakar, Senegal","https://images.coinafrique.com/thumb_1559425_uploaded_image1_1580301744.51.png"
"1765230628-340","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Baby clothes","2,000 CFA","Gueule Tapée-Fass-Colobane, Dakar, Senegal","https://images.coinafrique.com/thumb_1559422_uploaded_image1_1580301721.18.png"
"1765230628-341","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Christening outfit / 11 pieces","12,000 CFA","HLM, Dakar, Senegal","https://images.coinafrique.com/thumb_1552044_uploaded_image1_1580207298.82.png"
"1765230628-342","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Children's clothing set for ages 6 to 14","10,000 CFA","Dakar, Senegal","https://images.coinafrique.com/thumb_1544373_uploaded_image1_1580086240.79.png"
"1765230628-343","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Lacoste polo shirt","4,000 CFA","Grand Yoff, Dakar, Senegal","https://images.coinafrique.com/thumb_1543948_uploaded_image1_1580078044.42.png"
"1765230628-344","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Lacoste children","4,000 CFA","Grand Yoff, Dakar, Senegal","https://images.coinafrique.com/thumb_1543946_uploaded_image1_1580077992.21.png"
"1765230628-345","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Lacoste polo shirt, ages 2-6","4,000 CFA","Grand Yoff, Dakar, Senegal","https://images.coinafrique.com/thumb_1543944_uploaded_image1_1580077931.79.png"
"1765230628-346","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Lacoste polo shirt, ages 2-6","4,000 CFA","Grand Yoff, Dakar, Senegal","https://images.coinafrique.com/thumb_1543894_uploaded_image1_1580077072.75.png"
"1765230628-347","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Lacoste 2-6 years","4,000 CFA","Grand Yoff, Dakar, Senegal","https://images.coinafrique.com/thumb_1543891_uploaded_image1_1580077027.08.png"
"1765230628-348","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Lacoste children","4,000 CFA","Grand Yoff, Dakar, Senegal","https://images.coinafrique.com/thumb_1543886_uploaded_image1_1580076977.34.png"
"1765230628-349","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Children's clothing","7,000 CFA","Ouakam, Dakar, Senegal","https://images.coinafrique.com/thumb_1526621_uploaded_image1_1579784330.83.png"
"1765230628-350","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Baby blanket","5,000 CFA","Les Parcelles Assainies, Dakar, Senegal","https://images.coinafrique.com/thumb_1514395_uploaded_image1_1579606069.38.png"
"1765230628-351","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Children's Suitcase","6,000 CFA","Les Parcelles Assainies, Dakar, Senegal","https://images.coinafrique.com/thumb_1514365_uploaded_image1_1579605771.41.png"
"1765230628-352","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Children's set","6,000 CFA","Parcelle Assainies, Dakar, Senegal","https://images.coinafrique.com/thumb_1514342_uploaded_image1_1579605416.29.png"
"1765230628-353","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Girls' dresses","12,000 CFA","Grand Yoff, Dakar, Senegal","https://images.coinafrique.com/thumb_1514274_uploaded_image1_1579604622.01.png"
"1765230628-354","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Baby clothes","400 CFA","Yoff, Dakar, Senegal","https://images.coinafrique.com/thumb_1491193_uploaded_image1_1579191536.91.png"
"1765230628-355","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Girls' Set","Price on request","Dakar-Plateau, Dakar, Senegal","https://images.coinafrique.com/thumb_1468508_uploaded_image1_1578838451.05.png"
"1765230628-356","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Boys' Clothing","Price on request","Dakar-Plateau, Dakar, Senegal","https://images.coinafrique.com/thumb_1468501_uploaded_image1_1578838337.72.png"
"1765230628-357","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Boys' children's set","Price on request","Dakar-Plateau, Dakar, Senegal","https://images.coinafrique.com/thumb_1468493_uploaded_image1_1578838195.79.png"
"1765230628-358","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Children's outfits","Price on request","Dakar-Plateau, Dakar, Senegal","https://images.coinafrique.com/thumb_1468335_uploaded_image1_1578834783.45.png"
"1765230628-359","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Children's Set","Price on request","Dakar-Plateau, Dakar, Senegal","https://images.coinafrique.com/thumb_1468327_uploaded_image1_1578834615.19.png"
"1765230628-360","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","children's jackets","Price on request","Mermoz-Sacré-Cœur, Dakar, Senegal","https://images.coinafrique.com/thumb_1456400_uploaded_image1_1578631459.49.png"
"1765230628-361","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Children's clothing","Price on request","Mermoz-Sacré-Cœur, Dakar, Senegal","https://images.coinafrique.com/thumb_1442052_uploaded_image1_1578411849.73.png"
"1765230628-362","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Children's clothing","Price on request","Mermoz-Sacré-Cœur, Dakar, Senegal","https://images.coinafrique.com/thumb_1441221_uploaded_image1_1578403732.35.png"
"1765230628-363","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Children's Clothing","Price on request","Mermoz-Sacré-Cœur, Dakar, Senegal","https://images.coinafrique.com/thumb_1441047_uploaded_image1_1578403581.32.png"
"1765230628-364","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Boys' and girls' jackets","15,000 CFA","M'bour, Senegal","https://images.coinafrique.com/thumb_1410978_uploaded_image1_1577742016.76.png"
"1765230797-365","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Children's cotton dress","8,000 CFA","Rufisque, Senegal","https://images.coinafrique.com/thumb_2135490_uploaded_image1_1589838120.jpg"
"1765230797-366","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Children's cotton dress","8,000 CFA","Rufisque, Senegal","https://images.coinafrique.com/thumb_2135481_uploaded_image1_1589838043.jpg"
"1765230797-367","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Children's dress","8,000 CFA","Rufisque, Senegal","https://images.coinafrique.com/thumb_2135475_uploaded_image1_1589837962.jpg"
"1765230797-368","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Handmade children's dress","Price on request","Biscuit factory, Dakar, Senegal","https://images.coinafrique.com/thumb_2134538_uploaded_image1_1589822555.jpg"
"1765230797-369","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Children's set","12,000 CFA","Fass, Dakar, Senegal","https://images.coinafrique.com/thumb_2133600_uploaded_image1_1589810793.jpg"
"1765230797-370","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Pants & T-shirt set","12,000 CFA","Fass, Dakar, Senegal","https://images.coinafrique.com/thumb_2133467_uploaded_image1_1589808819.jpg"
"1765230797-371","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Children's dress","10,000 CFA","Biscuit factory, Dakar, Senegal","https://images.coinafrique.com/thumb_2133033_uploaded_image1_1589804179.jpg"
"1765230797-372","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Panty set","5,500 CFA","Dakar Plateau, Dakar, Senegal","https://images.coinafrique.com/thumb_2126589_uploaded_image1_1589696412.jpg"
"1765230797-373","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Children's clothing","4,500 CFA","Dakar Plateau, Dakar, Senegal","https://images.coinafrique.com/thumb_2126541_uploaded_image1_1589695915.jpg"
"1765230797-374","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Children's clothing","5,000 CFA","Dakar Plateau, Dakar, Senegal","https://images.coinafrique.com/thumb_2126532_uploaded_image1_1589695794.jpg"
"1765230797-375","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Children's clothing","5,000 CFA","Dakar Plateau, Dakar, Senegal","https://images.coinafrique.com/thumb_2126529_uploaded_image1_1589695742.jpg"
"1765230797-376","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Children's clothing","4,500 CFA","Dakar Plateau, Dakar, Senegal","https://images.coinafrique.com/thumb_2126522_uploaded_image1_1589695660.jpg"
"1765230797-377","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Children's clothing","4,500 CFA","Dakar Plateau, Dakar, Senegal","https://images.coinafrique.com/thumb_2125952_uploaded_image1_1589678069.jpg"
"1765230797-378","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Children's clothing","4,500 CFA","Dakar Plateau, Dakar, Senegal","https://images.coinafrique.com/thumb_2125951_uploaded_image1_1589678021.jpg"
"1765230797-379","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Children's clothing","4,500 CFA","Dakar Plateau, Dakar, Senegal","https://images.coinafrique.com/thumb_2125948_uploaded_image1_1589677959.jpg"
"1765230797-380","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Children's clothing","4,500 CFA","Dakar Plateau, Dakar, Senegal","https://images.coinafrique.com/thumb_2125947_uploaded_image1_1589677921.jpg"
"1765230797-381","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","T-Shirt - Shorts","4,500 CFA","Dakar Plateau, Dakar, Senegal","https://images.coinafrique.com/thumb_2125943_uploaded_image1_1589677839.jpg"
"1765230797-382","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Children's clothing","4,500 CFA","Dakar Plateau, Dakar, Senegal","https://images.coinafrique.com/thumb_2125892_uploaded_image1_1589676708.jpg"
"1765230797-383","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","100% cotton T-shirts","5,500 CFA","Dakar Plateau, Dakar, Senegal","https://images.coinafrique.com/thumb_2124862_uploaded_image1_1589655764.jpg"
"1765230797-384","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Dresses","8,000 CFA","Dakar Plateau, Dakar, Senegal","https://images.coinafrique.com/thumb_2122740_uploaded_image1_1589625434.jpg"
"1765230797-385","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Children's clothing","4,500 CFA","Dakar Plateau, Dakar, Senegal","https://images.coinafrique.com/thumb_2121714_uploaded_image1_1589608443.jpg"
"1765230797-386","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Children's clothing","4,500 CFA","Dakar Plateau, Dakar, Senegal","https://images.coinafrique.com/thumb_2121710_uploaded_image1_1589608406.jpg"
"1765230797-387","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Children's clothing","5,000 CFA","Dakar Plateau, Dakar, Senegal","https://images.coinafrique.com/thumb_2121709_uploaded_image1_1589608369.jpg"
"1765230797-388","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Children's clothing","5,000 CFA","Dakar Plateau, Dakar, Senegal","https://images.coinafrique.com/thumb_2121705_uploaded_image1_1589608320.jpg"
"1765230797-389","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Children's clothing","4,500 CFA","Dakar Plateau, Dakar, Senegal","https://images.coinafrique.com/thumb_2120842_uploaded_image1_1589586119.jpg"
"1765230797-390","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Children's trousers","4,500 CFA","Dakar Plateau, Dakar, Senegal","https://images.coinafrique.com/thumb_2120840_uploaded_image1_1589586074.jpg"
