web_scraper_order,web_scraper_start_url,type_shoes,price,address,image_link
"1765228868-136","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Children's Shoes and Bags","15,000 CFA","Saly, Senegal","https://images.coinafrique.com/thumb_947507_uploaded_image1_1568567749.69.png"
"1765228868-137","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Lacoste sneakers - children","15,000 CFA","Mermoz-Sacré-Cœur, Dakar, Senegal","https://images.coinafrique.com/thumb_919329_uploaded_image1_1567854794.2.png"
"1765228868-138","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Children's shoes","10,000 CFA","Senegal","https://images.coinafrique.com/thumb_919324_uploaded_image1_1567854655.1.png"
"1765228868-139","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Zara children's shoes","7,000 CFA","Senegal","https://images.coinafrique.com/thumb_905654_uploaded_image1_1567532748.81.png"
"1765228868-140","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Children's shoes","Price on request","Dakar, Senegal","https://images.coinafrique.com/thumb_905461_uploaded_image1_1567528992.85.png"
"1765228868-141","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Children's shoes","Price on request","Dakar, Senegal","https://images.coinafrique.com/thumb_905455_uploaded_image1_1567528936.77.png"
"1765228868-142","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Children's shoes","Price on request","Dakar, Senegal","https://images.coinafrique.com/thumb_905452_uploaded_image1_1567528876.26.png"
"1765228868-143","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Children's shoes","Price on request","Dakar, Senegal","https://images.coinafrique.com/thumb_905450_uploaded_image1_1567528833.56.png"
"1765228868-144","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Children's shoes","Price on request","Dakar, Senegal","https://images.coinafrique.com/thumb_905446_uploaded_image1_1567528767.16.png"
"1765228868-145","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Children's shoes","Price on request","Dakar, Senegal","https://images.coinafrique.com/thumb_905442_uploaded_image1_1567528724.67.png"
"1765228868-146","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Children's shoes","Price on request","Dakar, Senegal","https://images.coinafrique.com/thumb_905439_uploaded_image1_1567528632.43.png"
"1765228868-147","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Children's shoes","Price on request","Dakar, Senegal","https://images.coinafrique.com/thumb_905437_uploaded_image1_1567528599.94.png"
"1765228868-148","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Children's shoes","Price on request","Dakar, Senegal","https://images.coinafrique.com/thumb_905432_uploaded_image1_1567528544.51.png"
"1765228868-149","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Children's shoes","Price on request","Dakar, Senegal","https://images.coinafrique.com/thumb_905430_uploaded_image1_1567528509.05.png"
"1765228868-150","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Children's shoes","Price on request","Dakar, Senegal","https://images.coinafrique.com/thumb_905429_uploaded_image1_1567528425.06.png"
"1765228868-151","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Children's shoes","Price on request","Dakar, Senegal","https://images.coinafrique.com/thumb_905424_uploaded_image1_1567528377.1.png"
"1765228868-152","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Children's shoes","Price on request","Dakar, Senegal","https://images.coinafrique.com/thumb_905422_uploaded_image1_1567528291.23.png"
"1765228868-153","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Children's shoes","Price on request","Dakar, Senegal","https://images.coinafrique.com/thumb_905416_uploaded_image1_1567528250.24.png"
"1765228868-154","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Children's shoes","Price on request","Dakar, Senegal","https://images.coinafrique.com/thumb_905412_uploaded_image1_1567528198.79.png"
"1765228868-155","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Children's shoes","Price on request","Dakar, Senegal","https://images.coinafrique.com/thumb_905410_uploaded_image1_1567528155.93.png"
"1765228987-156","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Children's shoes","Price on request","Dakar, Senegal","https://images.coinafrique.com/thumb_2460623_uploaded_image1_1595239531.jpg"
"1765228987-157","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Children's shoes","Price on request","Dakar, Senegal","https://images.coinafrique.com/thumb_2460595_uploaded_image1_1595239204.jpg"
"1765228987-158","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Children's shoes","6,000 CFA","Dieuppeul-Derklé, Dakar, Senegal","https://images.coinafrique.com/thumb_2456502_uploaded_image1_1595118562.jpg"
"1765228987-159","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Children's shoes","Price on request","Dakar, Senegal","https://images.coinafrique.com/thumb_2452832_uploaded_image1_1595021290.jpg"
"1765228987-160","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Children's shoes","Price on request","Grand Yoff, Dakar, Senegal","https://images.coinafrique.com/thumb_2447627_uploaded_image1_1594918005.jpg"
"1765228987-161","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Children's shoes","6,000 CFA","Dieuppeul-Derklé, Dakar, Senegal","https://images.coinafrique.com/thumb_2444887_uploaded_image1_1594863625.jpg"
"1765228987-162","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Children's shoes","4,000 CFA","Dakar, Senegal","https://images.coinafrique.com/thumb_2444525_uploaded_image1_1594854180.jpg"
"1765228987-163","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Children's shoes","6,000 CFA","Ouakam, Dakar, Senegal","https://images.coinafrique.com/thumb_2443725_uploaded_image1_1594838891.jpg"
"1765228987-164","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Children's shoes","5,500 CFA","Ouakam, Dakar, Senegal","https://images.coinafrique.com/thumb_2443709_uploaded_image1_1594838430.jpg"
"1765228987-165","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Children's shoes","Price on request","Ouakam, Dakar, Senegal","https://images.coinafrique.com/thumb_2443671_uploaded_image1_1594837680.jpg"
"1765228987-166","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Children's shoes","6,000 CFA","Dieuppeul-Derklé, Dakar, Senegal","https://images.coinafrique.com/thumb_2443093_uploaded_image1_1594828501.jpg"
"1765228987-167","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Girls' Shoes","12,000 CFA","Hann Bel-Air, Dakar, Senegal","https://images.coinafrique.com/thumb_2439527_uploaded_image1_1594751426.jpg"
"1765228987-168","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Children's Shoes","8,000 CFA","Dakar, Senegal","https://images.coinafrique.com/thumb_2431711_uploaded_image1_1594596062.jpg"
"1765228987-169","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Children's Shoes","8,000 CFA","Dakar, Senegal","https://images.coinafrique.com/thumb_2431710_uploaded_image1_1594596033.jpg"
"1765228987-170","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Children's Shoes","4,500 CFA","Mermoz-Sacré-Cœur, Dakar, Senegal","https://images.coinafrique.com/thumb_2430991_uploaded_image1_1594579037.35.jpeg"
"1765228987-171","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Children's shoes","Price on request","Guediawaye, Dakar, Senegal","https://images.coinafrique.com/thumb_2430002_uploaded_image1_1594558582.jpg"
"1765228987-172","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Children's shoes","6,000 CFA","Dieuppeul-Derklé, Dakar, Senegal","https://images.coinafrique.com/thumb_2428992_uploaded_image1_1594520466.jpg"
"1765228987-173","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Children's Shoes","8,000 CFA","Dakar, Senegal","https://images.coinafrique.com/thumb_2428826_uploaded_image1_1594515028.jpg"
"1765228987-174","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Children's shoes","8,000 CFA","Dakar, Senegal","https://images.coinafrique.com/thumb_2428822_uploaded_image1_1594514978.jpg"
"1765228987-175","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Children's Shoes","8,000 CFA","Dakar, Senegal","https://images.coinafrique.com/thumb_2428820_uploaded_image1_1594514951.jpg"
"1765228987-176","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Children's shoes","6,000 CFA","Dieuppeul-Derklé, Dakar, Senegal","https://images.coinafrique.com/thumb_2425191_uploaded_image1_1594428152.jpg"
"1765228987-177","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Children's shoes","30,000 CFA","Dakar, Senegal","https://images.coinafrique.com/thumb_2420883_uploaded_image2_1594336964.jpeg"
"1765228987-178","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Children's shoes","2,200 CFA","Dakar, Senegal","https://images.coinafrique.com/thumb_2420872_uploaded_image1_1594336760.jpg"
"1765228987-179","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Baby girl shoes 0-1 month","3,000 CFA","Sicap Liberté, Dakar, Senegal","https://images.coinafrique.com/thumb_2415033_uploaded_image1_1594235186.jpg"
"1765228987-180","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Children's shoes","6,000 CFA","Dieuppeul-Derklé, Dakar, Senegal","https://images.coinafrique.com/thumb_2413078_uploaded_image1_1594213991.jpg"
"1765228987-181","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Children's shoes","6,000 CFA","Dieuppeul-Derklé, Dakar, Senegal","https://images.coinafrique.com/thumb_2410519_uploaded_image1_1594168798.jpg"
"1765228987-182","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Children's shoes","10,000 CFA","Dakar, Senegal","https://images.coinafrique.com/thumb_2406863_uploaded_image1_1594125288.jpg"
"1765228987-183","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Children's shoes","10,000 CFA","Dakar, Senegal","https://images.coinafrique.com/thumb_2406856_uploaded_image1_1594125233.jpg"
"1765228987-184","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Children's shoes","6,000 CFA","Dieuppeul-Derklé, Dakar, Senegal","https://images.coinafrique.com/thumb_2406756_uploaded_image1_1594124181.jpg"
"1765228987-185","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Children's shoes","9,000 CFA","Dakar, Senegal","https://images.coinafrique.com/thumb_2394786_uploaded_image1_1593908865.jpg"
"1765228987-186","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Children's shoes","9,000 CFA","Dakar, Senegal","https://images.coinafrique.com/thumb_2394785_uploaded_image1_1593908839.jpg"
"1765228987-187","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Children's Shoes","9,000 CFA","Dakar, Senegal","https://images.coinafrique.com/thumb_2394784_uploaded_image1_1593908812.jpg"
"1765228987-188","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Children's Shoes","9,000 CFA","Dakar, Senegal","https://images.coinafrique.com/thumb_2394779_uploaded_image1_1593908787.jpg"
"1765228987-189","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Children's high heels","8,000 CFA","Dakar Plateau, Dakar, Senegal","https://images.coinafrique.com/thumb_2387260_uploaded_image1_1593777158.jpg"
"1765228987-190","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Children's shoes","8,000 CFA","Dakar Plateau, Dakar, Senegal","https://images.coinafrique.com/thumb_2387223_uploaded_image1_1593776935.jpg"
"1765228987-191","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Children's shoes","5,000 CFA","Dieuppeul-Derklé, Dakar, Senegal","https://images.coinafrique.com/thumb_2386398_uploaded_image1_1593767956.jpg"
"1765228987-192","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Children's shoes","6,000 CFA","Dieuppeul-Derklé, Dakar, Senegal","https://images.coinafrique.com/thumb_2384995_uploaded_image1_1593740881.jpg"
"1765228987-193","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Children's shoes","6,000 CFA","Dieuppeul-Derklé, Dakar, Senegal","https://images.coinafrique.com/thumb_2384989_uploaded_image1_1593740679.jpg"
"1765228987-194","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Children's shoes","5,000 CFA","Dieuppeul-Derklé, Dakar, Senegal","https://images.coinafrique.com/thumb_2374657_uploaded_image1_1593591600.jpg"
"1765228987-195","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Children's shoes","6,000 CFA","Dieuppeul-Derklé, Dakar, Senegal","https://images.coinafrique.com/thumb_2373859_uploaded_image1_1593565219.jpg"
"1765228987-196","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Children's shoes","7,000 CFA","Grand Yoff, Dakar, Senegal","https://images.coinafrique.com/thumb_2372034_uploaded_image1_1593536794.jpg"
"1765228987-197","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Baby shoes","2,000 CFA","Parcelle Assainies, Dakar, Senegal","https://images.coinafrique.com/thumb_2370678_uploaded_image1_1593519909.jpg"
"1765228987-198","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Children's shoes","6,000 CFA","Dieuppeul-Derklé, Dakar, Senegal","https://images.coinafrique.com/thumb_2368631_uploaded_image1_1593480923.jpg"
"1765228987-199","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Children's shoes","6,000 CFA","Dieuppeul-Derklé, Dakar, Senegal","https://images.coinafrique.com/thumb_2368597_uploaded_image1_1593479349.jpg"
"1765228987-200","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Children's shoes","6,000 CFA","Dieuppeul-Derklé, Dakar, Senegal","https://images.coinafrique.com/thumb_2368592_uploaded_image1_1593479154.jpg"
"1765228987-201","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Children's shoes","6,000 CFA","Dieuppeul-Derklé, Dakar, Senegal","https://images.coinafrique.com/thumb_2362995_uploaded_image1_1593391755.jpg"
"1765228987-202","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Children's shoes","6,000 CFA","Dieuppeul-Derklé, Dakar, Senegal","https://images.coinafrique.com/thumb_2358530_uploaded_image1_1593308116.jpg"
"1765228987-203","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Children's shoes","6,000 CFA","Dieuppeul-Derklé, Dakar, Senegal","https://images.coinafrique.com/thumb_2358522_uploaded_image1_1593307426.jpg"
"1765228987-204","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Children's shoes","5,000 CFA","Dakar, Senegal","https://images.coinafrique.com/thumb_2355164_uploaded_image1_1593254062.jpg"
"1765228987-205","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Baby shoes","5,000 CFA","Dakar, Senegal","https://images.coinafrique.com/thumb_2355154_uploaded_image1_1593253972.jpg"
"1765228987-206","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Children's shoes","6,000 CFA","Dieuppeul-Derklé, Dakar, Senegal","https://images.coinafrique.com/thumb_2353584_uploaded_image1_1593215803.jpg"
"1765228987-207","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Children's shoes","6,000 CFA","Dieuppeul-Derklé, Dakar, Senegal","https://images.coinafrique.com/thumb_2347318_uploaded_image1_1593121877.jpg"
"1765228987-208","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Shoes","6,000 CFA","Dieuppeul-Derklé, Dakar, Senegal","https://images.coinafrique.com/thumb_2342498_uploaded_image1_1593045989.jpg"
"1765228987-209","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Children's shoes","6,000 CFA","Dieuppeul-Derklé, Dakar, Senegal","https://images.coinafrique.com/thumb_2338432_uploaded_image1_1592996353.jpg"
"1765228987-210","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Children's shoes","6,000 CFA","Dieuppeul-Derklé, Dakar, Senegal","https://images.coinafrique.com/thumb_2338242_uploaded_image1_1592994800.jpg"
"1765228987-211","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Children's shoes","7,000 CFA","Mermoz-Sacré-Cœur, Dakar, Senegal","https://images.coinafrique.com/thumb_2325327_uploaded_image1_1592813494.35.jpeg"
"1765228987-212","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Children's socks 0 to 12 years","2,000 CFA","Dakar, Senegal","https://images.coinafrique.com/thumb_2309761_uploaded_image1_1592519361.jpg"
"1765228987-213","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Children's shoes","7,000 CFA","Mermoz-Sacré-Cœur, Dakar, Senegal","https://images.coinafrique.com/thumb_2309224_uploaded_image1_1592511424.09.jpeg"
"1765228987-214","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Rain boots","5,000 CFA","Dakar, Senegal","https://images.coinafrique.com/thumb_2306870_uploaded_image1_1592485025.jpg"
"1765228987-215","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Children's shoes","5,000 CFA","Fass, Dakar, Senegal","https://images.coinafrique.com/thumb_2267587_uploaded_image1_1591883524.jpg"
"1765228987-216","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Children's shoes","8,000 CFA","Mermoz-Sacré-Cœur, Dakar, Senegal","https://images.coinafrique.com/thumb_2232916_uploaded_image1_1591360785.0.jpeg"
"1765228987-217","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Children's shoes","8,000 CFA","Mermoz-Sacré-Cœur, Dakar, Senegal","https://images.coinafrique.com/thumb_2232803_uploaded_image1_1591359499.1.jpeg"
"1765228987-218","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Children's shoes","8,000 CFA","Mermoz-Sacré-Cœur, Dakar, Senegal","https://images.coinafrique.com/thumb_2232790_uploaded_image1_1591359369.97.jpeg"
"1765228987-219","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Children's flip-flops","10,000 CFA","Dakar, Senegal","https://images.coinafrique.com/thumb_2226824_uploaded_image1_1591274411.jpg"
"1765228987-220","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Children's shoes","10,000 CFA","Dakar, Senegal","https://images.coinafrique.com/thumb_2226808_uploaded_image1_1591274323.jpg"
"1765228987-221","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Children's moccasins","3,000 CFA","Parcelle Assainies, Dakar, Senegal","https://images.coinafrique.com/thumb_2215961_uploaded_image1_1591114475.jpg"
"1765228987-222","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Children's shoes","15,000 CFA","Mermoz-Sacré Coeur, Dakar, Senegal","https://images.coinafrique.com/thumb_2194875_uploaded_image1_1590773724.jpg"
"1765228987-223","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Baby shoes","1,500 CFA","Les Parcelles Assainies, Dakar, Senegal","https://images.coinafrique.com/thumb_2183732_uploaded_image1_1590617703.jpg"
"1765228987-224","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Children's shoes","25,000 CFA","Dakar, Senegal","https://images.coinafrique.com/thumb_2159342_uploaded_image1_1590187020.jpg"
"1765228987-225","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Children's shoes","25,000 CFA","Dakar Plateau, Dakar, Senegal","https://images.coinafrique.com/thumb_2155033_uploaded_image1_1590126435.jpg"
"1765228987-226","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Children's flip-flops","3,500 CFA","HLM, Dakar, Senegal","https://images.coinafrique.com/thumb_2141792_uploaded_image1_1589925335.jpg"
"1765228987-227","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Children's shoes","10,000 CFA","Dakar, Senegal","https://images.coinafrique.com/thumb_2136742_uploaded_image1_1589868433.jpg"
"1765228987-228","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Children's shoes","5,000 CFA","HLM, Dakar, Senegal","https://images.coinafrique.com/thumb_2132107_uploaded_image1_1589794495.jpg"
"1765228987-229","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Children's shoes","15,000 CFA","Mermoz-Sacré Coeur, Dakar, Senegal","https://images.coinafrique.com/thumb_2107561_uploaded_image1_1589392060.jpg"
"1765228987-230","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Children's shoes","10,000 CFA","Grand Yoff, Dakar, Senegal","https://images.coinafrique.com/thumb_2089890_uploaded_image1_1589126792.jpg"
"1765228987-231","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Children's shoes","1,000 CFA","Les Parcelles Assainies, Dakar, Senegal","https://images.coinafrique.com/thumb_2085293_uploaded_image1_1589039358.jpg"
"1765228987-232","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Children's moccasins","8,000 CFA","Fann, Dakar, Senegal","https://images.coinafrique.com/thumb_2076365_uploaded_image1_1588895603.jpg"
"1765228987-233","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Shoes / boy","8,000 CFA","Fann, Dakar, Senegal","https://images.coinafrique.com/thumb_2076146_uploaded_image1_1588892627.jpg"
"1765228987-234","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Children's shoes","10,000 CFA","Fann, Dakar, Senegal","https://images.coinafrique.com/thumb_2065087_uploaded_image1_1588754465.jpg"
"1765228987-235","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Children's shoes","10,000 CFA","Fann, Dakar, Senegal","https://images.coinafrique.com/thumb_2065082_uploaded_image1_1588754439.jpg"
"1765228987-236","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Children's shoes","10,000 CFA","Fann, Dakar, Senegal","https://images.coinafrique.com/thumb_2065078_uploaded_image1_1588754407.jpg"
"1765228987-237","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Children's shoes","7,000 CFA","HLM, Dakar, Senegal","https://images.coinafrique.com/thumb_2063105_uploaded_image1_1588710562.jpg"
"1765228987-238","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Children's shoes","7,000 CFA","HLM, Dakar, Senegal","https://images.coinafrique.com/thumb_2063093_uploaded_image1_1588710337.jpg"
"1765228987-239","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Children's shoes","10,000 CFA","Fann, Dakar, Senegal","https://images.coinafrique.com/thumb_2061931_uploaded_image1_1588694498.jpg"
"1765229137-240","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Children's shoes","30,000 CFA","Dakar, Senegal","https://images.coinafrique.com/thumb_2896647_uploaded_image1_1610917261.jpg"
"1765229137-241","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Children's shoes","25,000 CFA","Almadies, Dakar, Senegal","https://images.coinafrique.com/thumb_2883679_uploaded_image1_1610381004.jpg"
"1765229137-242","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Children's shoes","25,000 CFA","Almadies, Dakar, Senegal","https://images.coinafrique.com/thumb_2883672_uploaded_image1_1610380885.jpg"
"1765229137-243","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Children's shoes","Price on request","Colobane, Dakar, Senegal","https://images.coinafrique.com/thumb_2867107_uploaded_image1_1609753243.jpg"
"1765229137-244","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Children's shoes","Price on request","Colobane, Dakar, Senegal","https://images.coinafrique.com/thumb_2862808_uploaded_image1_1609520465.jpg"
"1765229137-245","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Children's shoes","2,500 CFA","HLM, Dakar, Senegal","https://images.coinafrique.com/thumb_2847269_uploaded_image1_1608653733.jpg"
"1765229137-246","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Nike sneakers for children","10,000 CFA","Mermoz-Sacré Coeur, Dakar, Senegal","https://images.coinafrique.com/thumb_2837971_uploaded_image1_1608232681.jpg"
"1765229137-247","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Boys' Shoes","10,000 CFA","HLM, Dakar, Senegal","https://images.coinafrique.com/thumb_2831294_uploaded_image1_1607984493.jpg"
"1765229137-248","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Children's shoes","Price on request","Colobane, Dakar, Senegal","https://images.coinafrique.com/thumb_2830947_uploaded_image1_1607971324.jpg"
"1765229137-249","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Children's shoes","Price on request","Dakar, Senegal","https://images.coinafrique.com/thumb_2822660_uploaded_image1_1607610140.jpg"
"1765229137-250","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Puma sneakers - Adidas","Price on request","Fass, Dakar, Senegal","https://images.coinafrique.com/thumb_2818578_uploaded_image1_1607458128.jpg"
"1765229137-251","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Second-hand shoes - children","5,000 CFA","Colobane, Dakar, Senegal","https://images.coinafrique.com/thumb_2812381_uploaded_image1_1607243451.jpg"
"1765229137-252","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Children's thrift store shoes","Price on request","Colobane, Dakar, Senegal","https://images.coinafrique.com/thumb_2812377_uploaded_image1_1607243252.jpg"
"1765229137-253","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Nike sneakers","15,000 CFA","Dakar Plateau, Dakar, Senegal","https://images.coinafrique.com/thumb_2810613_uploaded_image1_1607160786.jpg"
"1765229137-254","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Children's shoes","2,500 CFA","Dieuppeul-Derklé, Dakar, Senegal","https://images.coinafrique.com/thumb_2802614_uploaded_image1_1606904602.jpg"
"1765229137-255","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Baby shoes","3,000 CFA","HLM, Dakar, Senegal","https://images.coinafrique.com/thumb_2801602_uploaded_image1_1606862013.jpg"
"1765229137-256","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Boys' shoes","Price on request","Dakar, Senegal","https://images.coinafrique.com/thumb_2798841_uploaded_image1_1606808767.jpg"
"1765229137-257","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Children's shoes","10,000 CFA","Yoff, Dakar, Senegal","https://images.coinafrique.com/thumb_2797680_uploaded_image1_1606753722.jpg"
"1765229137-258","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Boys' Shoes","3,000 CFA","Greater Dakar, Dakar, Senegal","https://images.coinafrique.com/thumb_2795704_uploaded_image1_1606681411.jpg"
"1765229137-259","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Children's flip-flops","6,000 CFA","Guediawaye, Dakar, Senegal","https://images.coinafrique.com/thumb_2795343_uploaded_image1_1606666445.jpg"
"1765229137-260","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Adidas sneakers","22,500 CFA","Dakar, Senegal","https://images.coinafrique.com/thumb_2789511_uploaded_image1_1606408266.jpg"
"1765229137-261","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Children's shoes","13,000 CFA","Ziguinchor, Senegal","https://images.coinafrique.com/thumb_2772389_uploaded_image1_1605772309.jpg"
"1765229137-262","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Children's shoes","15,000 CFA","Ziguinchor, Senegal","https://images.coinafrique.com/thumb_2772383_uploaded_image1_1605772057.jpg"
"1765229137-263","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Children's shoes","10,000 CFA","Mermoz-Sacré Coeur, Dakar, Senegal","https://images.coinafrique.com/thumb_2765779_uploaded_image1_1605531902.jpg"
"1765229137-264","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Children's flip-flops","2,500 CFA","Dieuppeul-Derklé, Dakar, Senegal","https://images.coinafrique.com/thumb_2762753_uploaded_image1_1605397699.jpg"
"1765229137-265","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Children's sports shoes","2,000 CFA","Hann Bel-Air, Dakar, Senegal","https://images.coinafrique.com/thumb_2752149_uploaded_image1_1605019568.jpg"
